"topic","label","docid","text","probability"
9,"topic9","6212","iranian twin dies after marathon surgery",0.101532879008147
2,"topic2","6213","blake takes lead at milwaukee open",0.102852407140337
3,"topic3","6214","youhana lifts pakistan to 9 for 253",0.10471511619178
7,"topic7","6215","childrens hospital launches online diabetes",0.101811324845178
7,"topic7","6216","uni not expecting hecs places to fall",0.102223785378697
7,"topic7","6217","call for reform of tasmanias youth justice system",0.101977489525718
7,"topic7","6218","council hears commercial development plans",0.101643408622954
1,"topic1","6219","vic govt under fire over catering bill",0.102079269118441
10,"topic10","622","windies name uncapped bowler edwards for second",0.103818479790233
5,"topic5","6220","celtics give coach obrien contract extension",0.102377455963664
3,"topic3","6221","small rates rise for gladstone",0.10184035998612
9,"topic9","6222","calls to help australians held by us in cuba",0.10383721126436
10,"topic10","6223","carr wants changes to mp travel",0.101513227361366
9,"topic9","6224","cost rules out postal voting",0.100861133276755
10,"topic10","6225","investigators probe cause of south coast fires",0.102386402940088
6,"topic6","6226","lippis juve rallying call",0.101697380918688
7,"topic7","6227","security council renews oil for food program",0.101682881786773
8,"topic8","6228","man in hospital after balcony fall at perth casino",0.101326044548468
1,"topic1","6229","south east sa chosen for study tour",0.101885180240922
3,"topic3","623","adf plane makes emergency landing in darwin",0.102317411786345
8,"topic8","6230","hopes missing yachtsman seen drifting off tas coast",0.102513918109693
3,"topic3","6231","business goes on despite blaze",0.101180512439806
3,"topic3","6232","some struggling farmers seek charity",0.102829932436084
8,"topic8","6233","taiwan sars outbreak shows signs of slowing",0.102220461960549
5,"topic5","6234","canegrowers push for ethanol mix in all petrol",0.104686469907982
2,"topic2","6235","ec rejection leaves farmers dismayed",0.102664968347187
3,"topic3","6236","fourteen killed in kenya plane crash",0.102032081086032
8,"topic8","6237","coria storms into last eight",0.101998450198947
4,"topic4","6238","burn off inquiry terms of reference set",0.103582848639354
1,"topic1","6239","g g should have gone public earlier tanner",0.101906241045353
9,"topic9","624","swan welcomes increase in creans newspoll rating",0.103533298748468
4,"topic4","6240","wool workers confront bracks",0.10242035549557
8,"topic8","6241","first home owners grant conditions too lax qld",0.102037043860821
4,"topic4","6242","turkish troops in northern iraq papers say",0.103505959791817
8,"topic8","6243","storms cut out power in north west tas",0.102621658582368
9,"topic9","6244","us set to fight aussies for top spot",0.102161641627564
6,"topic6","6245","no conflict of interest in rocca appeal jackson",0.10390895681517
10,"topic10","6246","oldest prisoner in tas released citing health",0.101208095693191
3,"topic3","6247","community works together to stop petrol sniffing",0.101142409510427
2,"topic2","6248","flyhalf jones to captain wales against england",0.101939500369719
8,"topic8","6249","tas govt not surprised at level of nurse abuse",0.10253342267268
3,"topic3","625","french lower house passes key pensions article",0.107189893015975
1,"topic1","6250","palestinian man killed in jenin",0.102102226474739
10,"topic10","6251","mp welcomes time for more reef submissions",0.103340713764909
3,"topic3","6252","kimmorley upstages johns",0.103888958334042
1,"topic1","6253","council does parking fees backflip",0.102239095372536
6,"topic6","6254","malaysian labels australia a us puppet",0.1029007460014
5,"topic5","6255","collins celebrates 27th with 100m win",0.106681794158403
9,"topic9","6256","india strolls to win over kiwis",0.103197029069212
10,"topic10","6257","dockers fined over breach of player rules",0.103464465136972
3,"topic3","6258","election turns into gm free zone",0.10186915910206
10,"topic10","6259","young men identified as suicide risk",0.101857395582532
2,"topic2","626","farmers receive special bushfire funding",0.100983453917614
6,"topic6","6260","govt may send more troops to iraq adf",0.102976347011398
9,"topic9","6261","port down tigers saints whip dogs eagles beat",0.106358316922338
6,"topic6","6262","vic govt rejects rail standardisation call",0.104881774590339
7,"topic7","6263","search goes on for missing miner",0.101857452295918
8,"topic8","6264","pan plant could be running within six months sigma",0.102407794448236
4,"topic4","6265","bristol lose gibson to leicester",0.10563173779585
8,"topic8","6266","british families oppose bali death sentence",0.102215138932248
10,"topic10","6267","sunshine coast escapee turns himself in",0.102161042948983
2,"topic2","6268","hume council to lodge boundaries submission",0.104436185495527
1,"topic1","6269","coulthard could do with a change ecclestone",0.105201095226184
2,"topic2","627","coat of arms theft trial to take place",0.101136569728393
10,"topic10","6270","mp happy with corangamite preselection win",0.10200493353015
9,"topic9","6271","mayor welcomes lower speed limit",0.101719294371267
6,"topic6","6272","australia plans solomons military pull out",0.105060757423194
1,"topic1","6273","bird of prey downs jet fighter",0.102792411049578
9,"topic9","6274","concerns aired over river murray bill",0.101928876112532
4,"topic4","6275","12 killed in latest kashmir fighting",0.101490837902126
2,"topic2","6276","montgomery up against high class field",0.101405238421735
10,"topic10","6277","tougher water restrictions looming",0.104470307087131
6,"topic6","6278","us open to ideas on n korea crisis",0.102610785216947
7,"topic7","6279","police hunt for stolen car",0.101602767076181
10,"topic10","628","three feared dead in everest crash",0.102340244921453
1,"topic1","6280","un border observers withdrawn from iraq kuwait",0.102944897188957
10,"topic10","6281","former socceroos coach thomson dies",0.102665548540206
6,"topic6","6282","triple transplant mans condition improving",0.101558260572327
10,"topic10","6283","confident start for schuettler in halle",0.103081612483624
1,"topic1","6284","oleary triumphant as villa down leeds",0.102491381429825
2,"topic2","6285","drought blamed for wool slump",0.101485260259831
4,"topic4","6286","man charged over car chase",0.101286631615715
10,"topic10","6287","rudd shrugs off slump in qld alp support",0.104571716297419
8,"topic8","6288","britain germany agree un must play key role in",0.101756139513918
8,"topic8","6289","serena sweeps past davenport",0.106609001416782
9,"topic9","629","wounded inter bent on revenge",0.102499535044851
8,"topic8","6290","kings one game away from nbl grand final",0.102734564948789
9,"topic9","6291","stuffed dolly goes on display",0.101954155419328
10,"topic10","6292","games security chief reveals al qaeda evidence",0.102148292019774
10,"topic10","6293","woman dies after car accident",0.102494303119493
1,"topic1","6294","cabinet meets to balance budget priorities",0.101970279743984
1,"topic1","6295","nats to push for emergency water carting funds",0.10436731826532
8,"topic8","6296","cats clip brumbies in super 12 thriller",0.104033053143415
5,"topic5","6297","amp batchelor dispute may end up in court",0.10238860535739
6,"topic6","6298","us spain draft second un resolution",0.101159385951507
6,"topic6","6299","political magazine closed by chinese govt",0.103560650740199
5,"topic5","63","swedish police issue warrant for fugitive knifeman",0.101644161513921
7,"topic7","630","lawyer to access ohs after hanger collapse",0.101341868938967
5,"topic5","6300","nrg files for bankruptcy",0.103485696168699
4,"topic4","6301","mp welcomes police station progress",0.103322157363917
10,"topic10","6302","japans takagi sets indy practice pace",0.103527730044212
3,"topic3","6303","firefighters home after us efforts",0.101104774586167
6,"topic6","6304","us snipers to defend iraq oil pipeline",0.103110001623569
8,"topic8","6305","five to front nrl judiciary",0.102342180580207
2,"topic2","6306","dog attacks spark western power warning",0.101778585296811
2,"topic2","6307","investigations continue into motorcycle crashes",0.101102673677946
6,"topic6","6308","adams snares nine as proteas thump kent",0.108701857946211
10,"topic10","6309","mukhlas to appeal sentence",0.103158977182684
9,"topic9","631","labor calls for immediate release of child",0.101266028085725
5,"topic5","6310","ethanol not the only green fuel option labor",0.10143607951525
5,"topic5","6311","aussie dollar drops slightly as job figures slide",0.105109290201971
5,"topic5","6312","nepals pm steps down to bolster king",0.101440402685028
6,"topic6","6313","powell finishes iraq trip with visit to memorial",0.103842140813915
9,"topic9","6314","warship protesters face criminal charges",0.104253281609079
4,"topic4","6315","arafat reportedly chooses prime minister",0.103301476971212
3,"topic3","6316","alp candidate tightlipped on nt election",0.102934368473087
1,"topic1","6317","airline airs spying concerns",0.103278697435498
3,"topic3","6318","most iraqi papers spurn us photos of saddams dead",0.103676448512821
4,"topic4","6319","mine company cleared over death",0.101396086416951
10,"topic10","632","police probe lennox head pedestrian accident",0.102483918217662
8,"topic8","6320","johnson still on track says mitchell",0.102181531783025
10,"topic10","6321","opposition critical of proposed sbs board",0.103665603821012
5,"topic5","6322","indian court convicts 13 of missionarys murder",0.102615340940965
3,"topic3","6323","bullied boy jailed for murder of tormentor",0.104307026878698
3,"topic3","6324","police probe tamworth crime wave",0.103311428109654
6,"topic6","6325","dawkins fined for grass fire",0.103197447279377
9,"topic9","6326","big turn out hears daly river plan concerns",0.102182984676357
6,"topic6","6327","federal police leave for solomons",0.102583117019659
3,"topic3","6328","tax cuts come into force ansett levy takes flight",0.104241409816687
2,"topic2","6329","philippoussis puts australia ahead in sweden",0.101281215244468
8,"topic8","633","fears aired over speech pathology jobs",0.101376680706779
10,"topic10","6330","explosions shake mauritania capital",0.101496610607395
2,"topic2","6331","blacklock rejoins dragons",0.101170357310679
2,"topic2","6332","alp figure in brothel inquiry urged to stand aside",0.103679847959515
6,"topic6","6333","possible mystery pneumonia cases reported in wa nsw",0.101519134847077
7,"topic7","6334","toothfish group praises viarsa capture",0.102898617893897
7,"topic7","6335","new drug to rival viagra",0.102457322371383
2,"topic2","6336","matildas gear up for england clash",0.10148012869236
4,"topic4","6337","kenya opts to bat against india",0.102097418179674
8,"topic8","6338","pollock tops test ratings",0.102962011929796
10,"topic10","6339","roof fire causes major damage to home",0.10397806277266
2,"topic2","634","cannabis rally goes to pot",0.10236800758753
2,"topic2","6340","farmers get federal drought aid",0.101245906466853
2,"topic2","6341","toy shop storeroom goes up in smoke",0.105636388839744
10,"topic10","6342","joost inspires bulls to roast reds",0.103921240421241
7,"topic7","6343","education campaign considers endangered species",0.102086374430098
4,"topic4","6344","mp upbeat about wildlife park",0.101334380058661
1,"topic1","6345","kiribati budget finally approved",0.107519225524482
4,"topic4","6346","us embassy threat wrong kenya mp",0.103055289455905
7,"topic7","6347","ministers target broomrape weed",0.101872354140318
1,"topic1","6348","push continues for driver education funds",0.102031598905988
4,"topic4","6349","adelaide woman to stay in iraq as human shield",0.101309832710713
7,"topic7","635","fels joins calls for more mental health funding",0.101236902944559
7,"topic7","6350","interest high in mildura abattoir sale",0.101865392582125
1,"topic1","6351","police budget blowout prompts public safety fears",0.10245945701212
2,"topic2","6352","tour woes continue for suffering millar",0.101130647515526
1,"topic1","6353","defence expert doubts us will set up aust bases",0.104666035478537
5,"topic5","6354","bulls battle back to take super league crown",0.102622289225582
3,"topic3","6355","nsw preference deals get underway as nominations",0.104143283265463
8,"topic8","6356","federal govt urged to commit more drought relief",0.102071721216357
1,"topic1","6357","rijkaard offered barca coaching job",0.11023640341785
6,"topic6","6358","opp calls for tighter bail controls for serious",0.102806626274935
10,"topic10","6359","militia groups given 72 hours to leave bunia",0.102272354651126
9,"topic9","636","alp must come clean on gearing policy pm",0.103660528446656
6,"topic6","6360","stanhope rejects call to abolish double jeopardy",0.103716151372416
10,"topic10","6361","rockets blow up key pakistani gas pipeline",0.102834180907412
3,"topic3","6362","4m ant eradication plan worth it csiro",0.103507219058881
6,"topic6","6363","grass named likely surface for davis cup final",0.101639995430113
8,"topic8","6364","ottens out for three months",0.100768531130656
1,"topic1","6365","wasps set up ideal final",0.101614886546614
1,"topic1","6366","tornado clean up to take weeks",0.101448566514839
7,"topic7","6367","police call for help in stolen truck crash",0.102064761579049
1,"topic1","6368","budget sets spending records",0.102395778395255
4,"topic4","637","aust pursues free trade deal with uae",0.102670548814648
4,"topic4","6370","vic govt still considering weir upgrade",0.102358302922785
6,"topic6","6371","carr backs electoral office investigation unit",0.102961883359814
1,"topic1","6372","three us soldiers killed in iraq attack jazeera tv",0.103054586740619
9,"topic9","6373","diplomat defends us free trade talks",0.102509261660127
9,"topic9","6374","tourist train set to run in north qld",0.101593697870886
9,"topic9","6375","vieira staying at arsenal",0.101991811036496
1,"topic1","6376","labor should reconsider kaiser appointment nats",0.103507437033879
1,"topic1","6377","pace bowler sami back on pakistan team after injury",0.102389994365052
6,"topic6","6378","howard says decision to join war in iraq was tough",0.101401149369877
2,"topic2","6379","street carnival launches alice springs festival",0.102585539413133
10,"topic10","638","mcmanus macdonald fined",0.103006755415603
4,"topic4","6380","vietnamese to co operate with immigration",0.100739579840153
2,"topic2","6381","new zealand cling to world cup lifeline",0.101697436630639
2,"topic2","6382","miller takes over as reds coach",0.102113054926219
4,"topic4","6383","eels sign cannings and muckert",0.101110965688727
6,"topic6","6384","davis claims stage as da cruz wins circuit de la",0.107580488078694
4,"topic4","6385","tv star tommy hanlon jnr loses cancer battle",0.105802456663985
6,"topic6","6386","australia off to a blazing start",0.103082130020653
8,"topic8","6387","israeli army closes gaza strip",0.101872639881091
8,"topic8","6388","agassi grabs hewitts top spot",0.1026331721941
9,"topic9","6389","doubt cast over holiday change",0.101688959493414
8,"topic8","639","herberts world cup chances boosted",0.103677280408647
5,"topic5","6390","baggage handlers strike hits qantas flights",0.10818598139641
1,"topic1","6391","steam train plan faces hurdle",0.103118825177391
3,"topic3","6392","resignations force wiluna council collapse",0.103555502670159
7,"topic7","6393","council offers deficit assurances",0.101340642120184
3,"topic3","6394","vic govt unhappy with funding for post bushfire",0.101286622406654
1,"topic1","6395","killer china quake damages 189000 homes",0.10428341226128
9,"topic9","6396","clijsters capriati set up french open re match",0.102170597479464
10,"topic10","6397","original redex cars appearing in bordertown",0.11547652041553
10,"topic10","6398","all smiles for sainz as he wins rally of turkey",0.101668224580027
4,"topic4","6399","wa closes indigenous camp",0.101129506714071
10,"topic10","64","bbc under fire over footage of dead uk troops",0.103507282448641
5,"topic5","640","nth korea casts doubt on fresh talks",0.103610208365755
10,"topic10","6400","police hunt man over attempted rape",0.10133486099376
10,"topic10","6401","swim coach hodge denies allegations",0.103593828949051
1,"topic1","6402","uk govt pays cash for n ireland bomb lawsuit",0.102489489089699
6,"topic6","6403","saddams half brother questioned",0.101159330577447
10,"topic10","6404","tourist dies in road crash",0.101535743493619
1,"topic1","6405","motorist recovering after suffering heart attack",0.102112677493379
6,"topic6","6406","coria sets up massu showdown",0.101883280125474
2,"topic2","6407","live animal exports decline",0.101961524135926
10,"topic10","6408","police pause to remember fallen colleagues",0.104981264624942
8,"topic8","6409","australian west wins dutch 250cc grand prix",0.11428680598233
8,"topic8","641","cmc probes cape suspected double murder",0.101921309946874
3,"topic3","6410","sydney man assaulted during car jack",0.101920843417959
9,"topic9","6411","reserve leaves door open for rates cut",0.101791673402262
1,"topic1","6412","plan to get rail passenger services back on track",0.105000541152514
10,"topic10","6413","man loses appeal over murder of wifes lover",0.10356812818076
10,"topic10","6414","govts agree on ethanol labelling deadline",0.104667097828555
4,"topic4","6415","mim shares up on takeover offer",0.10105012561913
4,"topic4","6416","us warns of possible terror strikes in uzbekistan",0.101484778023505
4,"topic4","6417","mp fears kakadu fee hike",0.101717923844799
9,"topic9","6418","man sentenced to life for heroin murder",0.101551676877005
5,"topic5","6419","govt urged to act over depleted uranium weapons",0.10282837658396
10,"topic10","642","highway reopens after fatal crash",0.101609882033103
5,"topic5","6420","brisbane needs detention centre ruddock",0.101274702912612
2,"topic2","6421","richardson and vincent slam tons in second india",0.101671460603555
6,"topic6","6422","bekele wins first half of cross country double",0.103755542279717
1,"topic1","6423","mayne group almost 500 million in red",0.102166421615673
1,"topic1","6424","nrl cracks down on referees",0.101615741603481
6,"topic6","6425","alleged bombers leave bali for bashir trial",0.101565309479712
1,"topic1","6426","taylor quits as villa manager",0.102352168415465
8,"topic8","6427","phoenix downs thunderbirds firebirds see off",0.101233545169012
10,"topic10","6428","us kurds capture mountain close to mosul",0.10148649759449
7,"topic7","6429","station closures spark weed concerns",0.102180081362441
3,"topic3","643","from cannes to st kilda cracker bag a winner",0.108655737517877
6,"topic6","6430","more surgery for mcgrath",0.101427550928629
7,"topic7","6431","newcomer norah jones shows springsteen whos boss",0.121275280766221
10,"topic10","6432","mp forms mine working hours plan",0.104664763289497
2,"topic2","6433","drivers urged to buckle up",0.101106585366877
9,"topic9","6434","bergkamp signs new arsenal deal",0.103728188504448
1,"topic1","6435","venus ready to turn the tables",0.101467783779925
10,"topic10","6436","nz broadcaster to say sorry to un chief",0.102387339121884
6,"topic6","6437","oil company to stand trial for alleged burma",0.10189982271603
6,"topic6","6438","austoft fallout continues",0.101357102839152
6,"topic6","6439","lifeline for former theatre",0.103227027224336
9,"topic9","644","nsw govt offers perliya assurances",0.101542007943113
2,"topic2","6440","russian spacecraft prepares for iss mission",0.101512453571738
10,"topic10","6441","three fined on drug offences",0.10192683545081
3,"topic3","6442","vic makes net stalking a crime",0.103813024095144
10,"topic10","6443","barley export monopoly must continue mp",0.106372966047306
4,"topic4","6444","18 killed as chinese trawler sunk off sri lanka",0.102948688245156
2,"topic2","6445","farmers dispute ends in tractor joust",0.101954137050837
4,"topic4","6446","wa govt highlights burrup seawater pipe work",0.102940789299045
5,"topic5","6447","hundreds expected to mourn shooting victim",0.102839541167651
4,"topic4","6448","iaaf ponders new rules after drummond incident",0.101975775454016
7,"topic7","6449","missing woman found in bushland",0.102161792339582
6,"topic6","645","kashmir blast kills three",0.101886281043423
3,"topic3","6450","church leaders unite over easter message",0.1032228726847
2,"topic2","6451","committee tours christmas is facilities",0.10181170981983
1,"topic1","6452","mp seeks change to road funds formula",0.10646980665111
7,"topic7","6453","artist to buy more paint with prize money",0.103397246982518
2,"topic2","6454","scientists clone endangered asian banteng",0.102214575106558
9,"topic9","6455","sugar industry plan to be revealed",0.103573743959201
5,"topic5","6456","al pacino voted greatest film star in uk poll",0.103903959750485
6,"topic6","6457","psychologists on standby to counsel returned troops",0.105606922609233
3,"topic3","6458","crime rate a matter of perception",0.102962526533896
3,"topic3","6459","china urges students not to travel sars precaution",0.101609455543948
2,"topic2","646","asean forum urged to unite against terrorism",0.101977576821897
7,"topic7","6460","unreleased potter tale found in field",0.105923846790697
8,"topic8","6461","brits kill iraqi colonel snatch guards",0.103362628900081
7,"topic7","6462","granny runs for dementia while vic boosts funding",0.102238656088715
3,"topic3","6463","island community highlights food supply concerns",0.102912979442012
3,"topic3","6464","two charged with arson after house fire in tas",0.101936370136386
3,"topic3","6465","nsw vows to implement anti corruption",0.105949276583197
10,"topic10","6466","claims rate pegging forcing more focus on user pays",0.108369282918563
9,"topic9","6467","govt orders investigation into death in custody",0.101095012750311
7,"topic7","6468","76ers coach makes pitch for jordan",0.102009015192549
8,"topic8","6469","new crocs import offers versatility",0.1042515996119
4,"topic4","647","woodside workers to defy irc ruling to end strike",0.108139645057985
10,"topic10","6470","gold coast hosting international baseball event",0.101811462908172
3,"topic3","6471","broncos risk fine for name dropping",0.102766959263237
8,"topic8","6472","bremer says us troops not sitting ducks",0.102261238643709
8,"topic8","6473","actors warn of further strikes",0.103052290650678
7,"topic7","6474","no fair play in fifas oceania u turn",0.102443397490437
9,"topic9","6475","christmas island residents not aware of detention",0.102634901437283
10,"topic10","6476","water management reforms flow from paper",0.10238937303976
8,"topic8","6477","woman gives birth to surprise baby",0.10172991935353
8,"topic8","6478","bush to remember sept 11 on white house lawns",0.102944067410886
10,"topic10","6479","al jazeera resumes work in baghdad",0.102035795518675
6,"topic6","648","mcgrath to return against vice chancellors xi",0.104965134225476
7,"topic7","6480","thousands expected at darwin greek festival",0.102296625536194
10,"topic10","6481","kidd stars as nets march into nba finals",0.102215703375077
8,"topic8","6482","govt to create extra student doctor places",0.10186658252081
4,"topic4","6483","mt gambier mp satisfied with health funding",0.103557005724092
4,"topic4","6484","northern tas archer targets world title win",0.101382906652217
6,"topic6","6485","hussein says iraq doesnt want war with us",0.101915692572873
9,"topic9","6486","couple arrested after kids fed cannabis",0.102779754911429
4,"topic4","6487","officials weigh options on wheat virus",0.102653809854917
9,"topic9","6488","us court hangs up on anti telemarketing list",0.102356726436768
5,"topic5","6489","woodward extends england contract",0.101511926257264
1,"topic1","649","austeel eis release due soon nsw govt",0.103726555525146
8,"topic8","6490","foreign teachers for nt jobs better late than",0.102501751174459
6,"topic6","6491","pm denies sas troops already in iraq",0.102276798836801
8,"topic8","6492","wool expo yarns to pull in younger audience",0.103435198171822
10,"topic10","6493","aust japan to sign fresh trade deal",0.102531004596323
8,"topic8","6494","alcohol linked to fishermans drowning",0.102225855272514
6,"topic6","6495","22 children die as indian bridge crumbles",0.102844569979359
2,"topic2","6496","mixed injury news for lions",0.101341101214064
10,"topic10","6497","mine death investigation underway",0.101295516818075
10,"topic10","6498","thai police arrest man carrying radioactive",0.102471831407294
7,"topic7","6499","belgian police recover stolen works",0.102037389137646
9,"topic9","65","pm faces anti war protest in melbourne",0.102063693272107
8,"topic8","650","labor questions indonesian military link",0.102382446820714
9,"topic9","6500","us british forces release 887 iraqi prisoners",0.102525286464211
1,"topic1","6501","gold coast nrl bid pushes ahead",0.102179991221407
2,"topic2","6502","mallee fowl figures plummet in wake of drought",0.104830533612842
3,"topic3","6503","councils asked to ban plastic shopping bags",0.105076258706421
2,"topic2","6504","kaye closes in on worlds top 50",0.102885503776551
9,"topic9","6505","air investigators continue emergency landing probe",0.102557236645215
1,"topic1","6506","rangers made to battle for final place",0.101041991217299
2,"topic2","6507","public meeting to discuss power problem",0.100869670286851
7,"topic7","6508","man drops trousers at royal garden party",0.10822658528017
9,"topic9","6509","softballers qualify for olympics",0.103109921878513
4,"topic4","651","qld death takes national road toll to 20",0.101610965428351
3,"topic3","6510","ofarrell returns as nsw libs deputy",0.101460761816248
9,"topic9","6511","etchells winner looks to bigger challenges",0.103154510956959
5,"topic5","6512","bay haven nursing home future in doubt",0.106804953556397
9,"topic9","6513","victorian hailed nations top wine maker",0.10179454647548
5,"topic5","6514","govt outlines post war deployment",0.102874016883964
10,"topic10","6515","qlds population growth up 23 pc",0.103633339636172
10,"topic10","6516","warriors in front at half time",0.102353873236951
6,"topic6","6517","live cattle exports to asia boom",0.102008490927837
8,"topic8","6518","baildon plays down big rate rise fears",0.10336462438968
2,"topic2","6519","protesters rally at sheep export company office",0.102249807324749
2,"topic2","652","drivers urged to play it safe on the roads",0.103616547668228
5,"topic5","6520","police crack down on drink driving",0.10116797722786
10,"topic10","6521","us falls silent to mark september 11 anniversary",0.104218906139754
8,"topic8","6522","wallabies must perform up front jones",0.101536749784048
4,"topic4","6523","elliott submission to continue tomorrow",0.101766151247195
3,"topic3","6524","amphetamine supply increasing crime report",0.107751672518906
3,"topic3","6525","still hope for lifesaving event to be gold coast",0.102075916740818
10,"topic10","6526","campus car parking causing headaches",0.110679901050416
8,"topic8","6527","alfa romeo off to good start in britain",0.104383445492342
8,"topic8","6528","port hedland residents back in the swim",0.101020923393795
3,"topic3","6529","bell comes to terms with schoolies task force",0.103481373259183
7,"topic7","653","england soccer fans on rampage in zurich",0.102283093259641
3,"topic3","6530","nsw man under observation after contracting",0.105187948911839
1,"topic1","6531","rain helps rossi retain suzuka pole",0.104439611540953
9,"topic9","6532","govt promises to act on building industry report",0.10421729089739
6,"topic6","6533","fingleton denies she cant accept criticism",0.104038777931593
8,"topic8","6534","crowds to gather in mataranka for festival",0.104167269395464
7,"topic7","6535","police probe east coast shooting",0.100658600692902
5,"topic5","6536","warriors outclass wests",0.102104533127753
7,"topic7","6537","barcaldine to host city country clash",0.104064112554254
9,"topic9","6538","taiwan to give 72 to sars informers",0.102248082330205
2,"topic2","6539","survivors to testify in amrozi trial",0.104194886437878
3,"topic3","654","us says four more iraqi ex leaders in custody",0.101177996040772
7,"topic7","6540","dust storms hit sydney illawarra",0.102820759269013
8,"topic8","6541","council worried about king is milk woes",0.104587591107037
9,"topic9","6542","adelaide to get new fm radio station",0.102713099935992
2,"topic2","6543","howard stands by pre war intelligence",0.10211126153868
5,"topic5","6544","public urged to leave patient travel to ambos",0.101313224977185
2,"topic2","6545","dogs menacing farmers sheep",0.103385836583543
4,"topic4","6546","one killed several injured in gaza air strike",0.103096090846878
6,"topic6","6547","landcare coordinators facing cloudy future",0.109693793548447
1,"topic1","6548","council offers business chamber support",0.103080993616753
2,"topic2","6549","waterfall train driver competent guard",0.102659584030082
2,"topic2","655","campaign aims to boost aged care nurses pay",0.102551942475986
1,"topic1","6550","sa govt seeks info on doorstep baby",0.102001436346245
2,"topic2","6551","owen injury crisis mounts",0.104874671125623
6,"topic6","6552","govt urged to plan for evacuations from s korea",0.105754224254827
5,"topic5","6553","aca welcomes bank decision to open on saturdays in",0.102435669294372
5,"topic5","6554","robson dismisses panic talk at newcastle",0.102389867503082
8,"topic8","6555","north west jobless figures falling",0.101303570996777
4,"topic4","6556","global race against e mail virus makes progress",0.102238884098128
10,"topic10","6557","jury still deliberating in whitsed murder trial",0.105004817498394
5,"topic5","6558","obrien quits left over preselection row",0.102087870202963
9,"topic9","6559","becks has to go stam",0.101290348912635
4,"topic4","656","man u take title after arsenal lose to leeds",0.101890988948473
4,"topic4","6560","police prepare massive security operation on eve",0.102491504721351
4,"topic4","6561","police say wa road toll tragic",0.102309237504155
1,"topic1","6562","mine equipment maker lodges hq plans",0.103514392915126
1,"topic1","6563","oyster growers want dredging changes",0.101354238537259
4,"topic4","6564","tavern bashing witnesses urged to contact police",0.1037499856889
6,"topic6","6565","afl to review picioane sinclair clash",0.105206734122379
10,"topic10","6566","need highlighted for rural counselling service",0.102294986304253
8,"topic8","6567","bill murray hits a chord at venice film festival",0.102625956152163
10,"topic10","6568","military looks to mimic dragonflies",0.103696427907712
10,"topic10","6569","mp wants building inspection laws changed",0.102280175549265
8,"topic8","657","tadpole find proves frogs surviving drought",0.102513706873606
4,"topic4","6570","rain hampers rescue in storm hit northern india",0.101946477938296
10,"topic10","6571","natwa",0.100443160178625
3,"topic3","6572","wa police accused of using excessive force",0.104916922967772
8,"topic8","6573","agforce urges caution with anti terrorism measures",0.103497381768739
4,"topic4","6574","zimbabwe police shut down private newspaper",0.102584536557543
3,"topic3","6575","opp questions marine research funding",0.101022651320421
7,"topic7","6576","schumacher sizzling in malaysian qualifying",0.101850868030578
2,"topic2","6577","aged care group warns of industrial action",0.102884700426374
10,"topic10","6578","alliance airlines decision upsets mp",0.102717556893746
8,"topic8","6579","aged care residents support council efforts to",0.102297875043578
5,"topic5","658","crocs sign veal to one year deal",0.101908055642938
10,"topic10","6580","blair opens conference urging social justice for",0.10230392107217
8,"topic8","6581","knights spoil lang park party roosters and cowboys",0.104985601254542
1,"topic1","6582","diaz extends lead at lpga kroger classic",0.102862478950979
5,"topic5","6583","armstrong slams cipo tour snub",0.107495095360911
3,"topic3","6584","prevention council to tackle nt crime",0.104011221831968
6,"topic6","6585","christian democratic party fields four illawarra",0.106013552201444
4,"topic4","6586","report author in hot water with png govt",0.102786186102052
2,"topic2","6587","law out of domestic cricket final",0.101706539357097
9,"topic9","6588","hungarian thief makes amends by posts",0.110358408440734
2,"topic2","6589","brother takes stand in amrozi trial",0.10431223304866
8,"topic8","659","cats give thompson another year",0.101184597990428
6,"topic6","6590","review of local govt mergers facing criticism",0.105310638981064
1,"topic1","6591","more details sought on water plan",0.101494667771561
2,"topic2","6592","camel trekker peels into orange",0.116477414914045
9,"topic9","6593","senators complete pacific fact finding mission",0.101649208783669
7,"topic7","6594","kew hospice staff patients evacuated after fire",0.103793148737006
1,"topic1","6595","china says man admits uni bombings",0.102704098580408
1,"topic1","6596","south africa launch bid to host soccer world cup",0.10669517466638
4,"topic4","6597","hundreds flee as rebels and govt troops clash in",0.102816360664375
7,"topic7","6598","un moves basra staff to kuwait",0.10203870939898
1,"topic1","6599","tourism delegates to head north west",0.102712299112266
6,"topic6","66","labor facing internal disharmony over diesel fuel",0.10408563616393
5,"topic5","660","greens candidate highlights war issue",0.104016832526599
1,"topic1","6600","italian miners plight may become movie",0.105777481893828
10,"topic10","6601","one dead another injured in car crash in inland qld",0.103698216330327
8,"topic8","6602","distance swimmer maroney calls it quits",0.10360933173478
8,"topic8","6603","residents unhappy with freeway probe",0.102129520429157
6,"topic6","6604","sutton apologises for picket line behaviour",0.103453751620356
9,"topic9","6605","lower house passes telstra sell off bill",0.100936918429476
3,"topic3","6606","crime down during alcohol restrictions trial",0.1016046075713
10,"topic10","6607","man loses appeal against murder conviction",0.105033800707168
2,"topic2","6608","call for barossa roads upgrade",0.102867139874982
5,"topic5","6609","strike expected to mean milk shortages",0.102229253295639
8,"topic8","661","security tightened after folbigg death threats",0.102879381745347
